title,title_detail,link,links,author,authors,published,published_parsed,tags,id,guidislink,summary,source,appids,title_summary,nouns,date_str
What do you do with Your Old Worlds?,"{'type': 'text/plain', 'language': None, 'base': 'http://feeds.feedburner.com/TheAncientGamingNoob', 'value': 'What do you do with Your Old Worlds?'}",https://tagn.wordpress.com/2022/06/15/what-do-you-do-with-your-old-worlds/,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://tagn.wordpress.com/2022/06/15/what-do-you-do-with-your-old-worlds/'}]",Wilhelm Arcturus,[{'name': 'Wilhelm Arcturus'}],"Wed, 15 Jun 2022 17:15:54 +0000","time.struct_time(tm_year=2022, tm_mon=6, tm_mday=15, tm_hour=17, tm_min=15, tm_sec=54, tm_wday=2, tm_yday=166, tm_isdst=0)","[{'term': 'entertainment', 'scheme': None, 'label': None}, {'term': 'Minecraft', 'scheme': None, 'label': None}, {'term': 'Valheim', 'scheme': None, 'label': None}]",http://tagn.wordpress.com/?p=100208,False,"one of the attractions of mmorpgs… and muds before them… and role playing games before that i suppose… has always been, for me, that when you make progress, you keep that progress.  unlike, say, an rts where every game starts you over at the beginning, you get to pick up where you left off and […]",ancient_gaming,892970,"What do you do with Your Old Worlds? one of the attractions of mmorpgs… and muds before them… and role playing games before that i suppose… has always been, for me, that when you make progress, you keep that progress.  unlike, say, an rts where every game starts you over at the beginning, you get to pick up where you left off and […]","['the attractions', 'that progress', 'role playing games', 'the beginning', 'your old worlds', 'mmorpgs', 'progress', 'every game']",2022-06-15 17:15:54
The May EVE Online Monthly Economic Report Lands with Updated Charts and Data,"{'type': 'text/plain', 'language': None, 'base': 'http://feeds.feedburner.com/TheAncientGamingNoob', 'value': 'The May EVE Online Monthly Economic Report Lands with Updated Charts and Data'}",https://tagn.wordpress.com/2022/06/14/the-may-eve-online-monthly-economic-report-lands-with-updated-charts-and-data/,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://tagn.wordpress.com/2022/06/14/the-may-eve-online-monthly-economic-report-lands-with-updated-charts-and-data/'}]",Wilhelm Arcturus,[{'name': 'Wilhelm Arcturus'}],"Tue, 14 Jun 2022 16:15:36 +0000","time.struct_time(tm_year=2022, tm_mon=6, tm_mday=14, tm_hour=16, tm_min=15, tm_sec=36, tm_wday=1, tm_yday=165, tm_isdst=0)","[{'term': 'CCP', 'scheme': None, 'label': None}, {'term': 'entertainment', 'scheme': None, 'label': None}, {'term': 'EVE Online', 'scheme': None, 'label': None}, {'term': 'Null Sec', 'scheme': None, 'label': None}, {'term': 'EVE Monthly Economic Report', 'scheme': None, 'label': None}]",http://tagn.wordpress.com/?p=100127,False,"i was not ready to get the may mer so early in june.  it historically doesn’t land in single digit dates.  but ccp has a new data scientist working on it now, ccp estimate, and they have gone to town both on speed of delivery and expanding the data presented.  it is nice to have […]",ancient_gaming,8500,"The May EVE Online Monthly Economic Report Lands with Updated Charts and Data i was not ready to get the may mer so early in june.  it historically doesn’t land in single digit dates.  but ccp has a new data scientist working on it now, ccp estimate, and they have gone to town both on speed of delivery and expanding the data presented.  it is nice to have […]","['ccp', 'updated charts', 'speed', 'data', 'single digit dates', 'a new data scientist', 'delivery', 'june', 'the data']",2022-06-14 16:15:36
One Day Left to Vote for CSM17,"{'type': 'text/plain', 'language': None, 'base': 'http://feeds.feedburner.com/TheAncientGamingNoob', 'value': 'One Day Left to Vote for CSM17'}",https://tagn.wordpress.com/2022/06/13/one-day-left-to-vote-for-csm17/,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://tagn.wordpress.com/2022/06/13/one-day-left-to-vote-for-csm17/'}]",Wilhelm Arcturus,[{'name': 'Wilhelm Arcturus'}],"Mon, 13 Jun 2022 15:15:39 +0000","time.struct_time(tm_year=2022, tm_mon=6, tm_mday=13, tm_hour=15, tm_min=15, tm_sec=39, tm_wday=0, tm_yday=164, tm_isdst=0)","[{'term': 'entertainment', 'scheme': None, 'label': None}, {'term': 'EVE Online', 'scheme': None, 'label': None}, {'term': 'Council of Stellar Management', 'scheme': None, 'label': None}, {'term': 'CSM17', 'scheme': None, 'label': None}]",http://tagn.wordpress.com/?p=100150,False,"actually, it will be less than one day left by the time this posts, and probably less than that by the time you read it. the csm17 election ends at downtime (11:00 utc) on june 14th, which is tomorrow as i post this.  so your window of time to get in and vote is closing […]",ancient_gaming,8500,"One Day Left to Vote for CSM17 actually, it will be less than one day left by the time this posts, and probably less than that by the time you read it. the csm17 election ends at downtime (11:00 utc) on june 14th, which is tomorrow as i post this.  so your window of time to get in and vote is closing […]","['so your window', 'the csm17 election', 'downtime', '11:00 utc', 'less than one day', 'the time', 'tomorrow', 'one day', 'time', 'csm17']",2022-06-13 15:15:39
Hot Tub on the Plains,"{'type': 'text/plain', 'language': None, 'base': 'http://feeds.feedburner.com/TheAncientGamingNoob', 'value': 'Hot Tub on the Plains'}",https://tagn.wordpress.com/2022/06/12/hot-tub-on-the-plains/,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://tagn.wordpress.com/2022/06/12/hot-tub-on-the-plains/'}]",Wilhelm Arcturus,[{'name': 'Wilhelm Arcturus'}],"Sun, 12 Jun 2022 17:15:33 +0000","time.struct_time(tm_year=2022, tm_mon=6, tm_mday=12, tm_hour=17, tm_min=15, tm_sec=33, tm_wday=6, tm_yday=163, tm_isdst=0)","[{'term': 'entertainment', 'scheme': None, 'label': None}, {'term': 'Instance Group', 'scheme': None, 'label': None}, {'term': 'Valheim', 'scheme': None, 'label': None}, {'term': 'Hot Tub', 'scheme': None, 'label': None}, {'term': 'Hugin', 'scheme': None, 'label': None}]",http://tagn.wordpress.com/?p=100120,False,on friday i made reference to ula’s hot tub in my post about our new base on the plains. i want to assure that a hot tub is indeed a thing in valheim now.  the tar pits on the plains drop bits of tar which open up a range of new “darkwood” building materials that […],ancient_gaming,892970,Hot Tub on the Plains on friday i made reference to ula’s hot tub in my post about our new base on the plains. i want to assure that a hot tub is indeed a thing in valheim now.  the tar pits on the plains drop bits of tar which open up a range of new “darkwood” building materials that […],"['the tar pits', 'our new base', 'new “darkwood” building materials', 'tar', 'valheim', 'a hot tub', 'ula’s hot tub', 'friday', 'reference', 'a range', 'a thing', 'bits', 'my post', 'the plains']",2022-06-12 17:15:33
Yahoo Anniversary,"{'type': 'text/plain', 'language': None, 'base': 'http://feeds.feedburner.com/TheAncientGamingNoob', 'value': 'Yahoo Anniversary'}",https://tagn.wordpress.com/2022/06/11/yahoo-anniversary/,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://tagn.wordpress.com/2022/06/11/yahoo-anniversary/'}]",Wilhelm Arcturus,[{'name': 'Wilhelm Arcturus'}],"Sat, 11 Jun 2022 17:15:40 +0000","time.struct_time(tm_year=2022, tm_mon=6, tm_mday=11, tm_hour=17, tm_min=15, tm_sec=40, tm_wday=5, tm_yday=162, tm_isdst=0)","[{'term': 'entertainment', 'scheme': None, 'label': None}, {'term': 'TorilMUD', 'scheme': None, 'label': None}, {'term': 'AOL', 'scheme': None, 'label': None}, {'term': 'Discord', 'scheme': None, 'label': None}, {'term': 'ICQ', 'scheme': None, 'label': None}, {'term': 'Trillian', 'scheme': None, 'label': None}, {'term': 'Yahoo', 'scheme': None, 'label': None}]",http://tagn.wordpress.com/?p=100107,False,"kind of a strange anniversary, in part because i cannot recall yahoo ever reminding me that i had hit any previous annual milestones.  but this week they told me that my main account has been around for 24 years. yahoo, for those too young to recall, was where we went for web searches before google […]",ancient_gaming,,"Yahoo Anniversary kind of a strange anniversary, in part because i cannot recall yahoo ever reminding me that i had hit any previous annual milestones.  but this week they told me that my main account has been around for 24 years. yahoo, for those too young to recall, was where we went for web searches before google […]","['part', 'google', 'yahoo', 'any previous annual milestones', 'web searches', 'a strange anniversary', '24 years', 'my main account']",2022-06-11 17:15:40
A New Base on the Plains in Valheim and the Tar Pit Next Door,"{'type': 'text/plain', 'language': None, 'base': 'http://feeds.feedburner.com/TheAncientGamingNoob', 'value': 'A New Base on the Plains in Valheim and the Tar Pit Next Door'}",https://tagn.wordpress.com/2022/06/10/a-new-base-on-the-plains-in-valheim-and-the-tar-pit-next-door/,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://tagn.wordpress.com/2022/06/10/a-new-base-on-the-plains-in-valheim-and-the-tar-pit-next-door/'}]",Wilhelm Arcturus,[{'name': 'Wilhelm Arcturus'}],"Fri, 10 Jun 2022 17:15:36 +0000","time.struct_time(tm_year=2022, tm_mon=6, tm_mday=10, tm_hour=17, tm_min=15, tm_sec=36, tm_wday=4, tm_yday=161, tm_isdst=0)","[{'term': 'entertainment', 'scheme': None, 'label': None}, {'term': 'Instance Group', 'scheme': None, 'label': None}, {'term': 'Valheim', 'scheme': None, 'label': None}]",http://tagn.wordpress.com/?p=99889,False,i am a bit behind our progress now.  one of the reasons we were in a bit of a hurry to take moder down was that we had our eyes on a nice piece of real estate in the plains that brynjar had spotted on a exploration run and it felt like time to build […],ancient_gaming,892970,A New Base on the Plains in Valheim and the Tar Pit Next Door i am a bit behind our progress now.  one of the reasons we were in a bit of a hurry to take moder down was that we had our eyes on a nice piece of real estate in the plains that brynjar had spotted on a exploration run and it felt like time to build […],"['the tar pit', 'our progress', 'a new base', 'the reasons', 'a exploration run', 'real estate', 'a nice piece', 'brynjar', 'moder', 'time', 'valheim', 'our eyes', 'a bit', 'a hurry', 'the plains']",2022-06-10 17:15:36
The Wild Update comes to Minecraft,"{'type': 'text/plain', 'language': None, 'base': 'http://feeds.feedburner.com/TheAncientGamingNoob', 'value': 'The Wild Update comes to Minecraft'}",https://tagn.wordpress.com/2022/06/09/the-wild-update-comes-to-minecraft/,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://tagn.wordpress.com/2022/06/09/the-wild-update-comes-to-minecraft/'}]",Wilhelm Arcturus,[{'name': 'Wilhelm Arcturus'}],"Thu, 09 Jun 2022 17:15:54 +0000","time.struct_time(tm_year=2022, tm_mon=6, tm_mday=9, tm_hour=17, tm_min=15, tm_sec=54, tm_wday=3, tm_yday=160, tm_isdst=0)","[{'term': 'entertainment', 'scheme': None, 'label': None}, {'term': 'Minecraft', 'scheme': None, 'label': None}, {'term': 'Cliffs and Caves', 'scheme': None, 'label': None}, {'term': 'Microsoft', 'scheme': None, 'label': None}, {'term': 'The Wild', 'scheme': None, 'label': None}, {'term': 'V Rising', 'scheme': None, 'label': None}]",http://tagn.wordpress.com/?p=100066,False,"i haven’t written anything about minecraft for quite a while.  i haven’t even thought about it much, what with valheim taking up the exploration and survival niche in my gaming cycle once again.  but a friend i follow on twitter was excited about the coming of the latest update, dubbed the wild, and was resetting […]",ancient_gaming,1604030,"The Wild Update comes to Minecraft i haven’t written anything about minecraft for quite a while.  i haven’t even thought about it much, what with valheim taking up the exploration and survival niche in my gaming cycle once again.  but a friend i follow on twitter was excited about the coming of the latest update, dubbed the wild, and was resetting […]","['the coming', 'anything', 'the latest update', 'the wild', 'valheim', 'the wild update', 'my gaming cycle', 'quite a while', 'twitter', 'the exploration and survival niche']",2022-06-09 17:15:54
Diablo Immortal on Windows,"{'type': 'text/plain', 'language': None, 'base': 'http://feeds.feedburner.com/TheAncientGamingNoob', 'value': 'Diablo Immortal on Windows'}",https://tagn.wordpress.com/2022/06/08/diablo-immortal-on-windows/,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://tagn.wordpress.com/2022/06/08/diablo-immortal-on-windows/'}]",Wilhelm Arcturus,[{'name': 'Wilhelm Arcturus'}],"Wed, 08 Jun 2022 15:15:27 +0000","time.struct_time(tm_year=2022, tm_mon=6, tm_mday=8, tm_hour=15, tm_min=15, tm_sec=27, tm_wday=2, tm_yday=159, tm_isdst=0)","[{'term': 'Blizzard', 'scheme': None, 'label': None}, {'term': 'entertainment', 'scheme': None, 'label': None}, {'term': 'YouTube', 'scheme': None, 'label': None}, {'term': 'Carbot Animations', 'scheme': None, 'label': None}, {'term': 'Diablo Immortal', 'scheme': None, 'label': None}]",http://tagn.wordpress.com/?p=100033,False,"the tl;dr – it’s kind of okay, until it starts asking you for money. if this were a $20 indie title with no cash shop, people would be praising it. but it isn’t.  instead it is a mobile title ported to windows from a company that has previously prided itself on polish and who has […]",ancient_gaming,,"Diablo Immortal on Windows the tl;dr – it’s kind of okay, until it starts asking you for money. if this were a $20 indie title with no cash shop, people would be praising it. but it isn’t.  instead it is a mobile title ported to windows from a company that has previously prided itself on polish and who has […]","['no cash shop', 'a company', 'people', 'the tl;dr', 'money', 'windows', 'a $20 indie title', 'a mobile title', 'polish']",2022-06-08 15:15:27
The CSM17 Elections Begin Today in EVE Online,"{'type': 'text/plain', 'language': None, 'base': 'http://feeds.feedburner.com/TheAncientGamingNoob', 'value': 'The CSM17 Elections Begin Today in EVE Online'}",https://tagn.wordpress.com/2022/06/07/the-csm17-elections-begin-today-in-eve-online/,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://tagn.wordpress.com/2022/06/07/the-csm17-elections-begin-today-in-eve-online/'}]",Wilhelm Arcturus,[{'name': 'Wilhelm Arcturus'}],"Tue, 07 Jun 2022 17:15:51 +0000","time.struct_time(tm_year=2022, tm_mon=6, tm_mday=7, tm_hour=17, tm_min=15, tm_sec=51, tm_wday=1, tm_yday=158, tm_isdst=0)","[{'term': 'EVE Online', 'scheme': None, 'label': None}, {'term': 'CCP', 'scheme': None, 'label': None}, {'term': 'entertainment', 'scheme': None, 'label': None}, {'term': 'Council of Stellar Management', 'scheme': None, 'label': None}, {'term': 'CSM17', 'scheme': None, 'label': None}]",http://tagn.wordpress.com/?p=100016,False,"the polls for the csm17 election have been open since downtime.  the voting has begun. coincidentally it is also election day here in california, with the primaries being decided today to see who will be on the ballot in november for the general election.  and in both california and new eden, incumbents are likely to […]",ancient_gaming,8500,"The CSM17 Elections Begin Today in EVE Online the polls for the csm17 election have been open since downtime.  the voting has begun. coincidentally it is also election day here in california, with the primaries being decided today to see who will be on the ballot in november for the general election.  and in both california and new eden, incumbents are likely to […]","['the csm17 election', 'the voting', 'the general election', 'downtime', 'california', 'election day', 'the polls', 'the csm17 elections', 'both california', 'the primaries', 'eve', 'november', 'new eden', 'incumbents', 'the ballot']",2022-06-07 17:15:51
An Exit from Tenerifis and Convoys Home to Delve,"{'type': 'text/plain', 'language': None, 'base': 'http://feeds.feedburner.com/TheAncientGamingNoob', 'value': 'An Exit from Tenerifis and Convoys Home to Delve'}",https://tagn.wordpress.com/2022/06/06/an-exit-from-tenerifis/,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://tagn.wordpress.com/2022/06/06/an-exit-from-tenerifis/'}]",Wilhelm Arcturus,[{'name': 'Wilhelm Arcturus'}],"Mon, 06 Jun 2022 17:15:41 +0000","time.struct_time(tm_year=2022, tm_mon=6, tm_mday=6, tm_hour=17, tm_min=15, tm_sec=41, tm_wday=0, tm_yday=157, tm_isdst=0)","[{'term': 'entertainment', 'scheme': None, 'label': None}, {'term': 'EVE Online', 'scheme': None, 'label': None}, {'term': 'Null Sec', 'scheme': None, 'label': None}, {'term': 'Goon Expeditionary Force', 'scheme': None, 'label': None}, {'term': 'Tenerifis', 'scheme': None, 'label': None}]",http://tagn.wordpress.com/?p=99937,False,"the high tide of the gef expedition into the southeast of null sec has been reached.  after purging the flood plains of fi.re and getting into their core region of tenerifis, the end of the road was reached. late last week in the system of 46dp-o on the boarder with detroid, a barrier was hit, […]",ancient_gaming,8500,"An Exit from Tenerifis and Convoys Home to Delve the high tide of the gef expedition into the southeast of null sec has been reached.  after purging the flood plains of fi.re and getting into their core region of tenerifis, the end of the road was reached. late last week in the system of 46dp-o on the boarder with detroid, a barrier was hit, […]","['the boarder', 'convoys', 'the high tide', 'the system', '-o', 'detroid', 'a barrier', 'tenerifis', 'fi.re', 'their core region', 'the flood plains', 'null sec', 'an exit', 'the road', 'the southeast', '46dp', 'the end', 'the gef expedition']",2022-06-06 17:15:41
